category,tag_id,label_nl,label_en,elite_gated,relevance_scope,relevance_clusters_high,relevance_clusters_low,relevance_countries_high,exclude_countries,notes
sport_leisure,sport-bridge-cards,Bridge,Bridge (Cards),yes,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC|E13_CEE_POST_SOVIET,,GB|US|FR|NL|BE|DE|IT|RU|PL,,"AMB-gated. Intellectual-elite card-sport: Buffett/Gates known players. Bermuda Bowl, World Bridge Federation. Anglo + Continental + post-Soviet strong."
sport_leisure,sport-chess,Schaken,Chess,no,cluster_dependent,E13_CEE_POST_SOVIET|E1_NW_EUROPE_ARISTOCRATIC|E7_EAST_ASIAN_CONFUCIAN|E9_SOUTH_ASIA,,RU|UA|IN|CN|US|NO|HU|NL|FR|DE|AM|AZ|GE,,Universal AMB-not but strong tradition Russian + Eastern European + Indian (Anand).
sport_leisure,sport-go-baduk,Go / Baduk / Weiqi,Go / Baduk / Weiqi,no,country_specific,,,JP|CN|KR|TW,,East Asian intellectual sport. Cultural-deep in JP/CN/KR.
sport_leisure,sport-billiards-snooker,Biljart / Snooker,Billiards / Snooker,yes,country_specific,,,GB|IE|US|FR|BE|NL|CN|TH,,AMB-gated. UK gentlemen's club tradition. World Snooker Championship Crucible. Asian growing (CN/TH professional).
sport_leisure,sport-petanque-bocce,Pétanque / Bocce / Jeu de Boules,Pétanque / Bocce / Boules,no,cluster_dependent,E4_MEDITERRANEAN_ARISTOCRATIC|E1_NW_EUROPE_ARISTOCRATIC,,FR|IT|MC|ES|BE|NL,,"Mediterranean leisure-culture. FR Provence pétanque, IT bocce (Northern + Southern variants), MC. Open social-tag (not elite-restricted)."
sport_leisure,sport-motorsport-vintage-car-racing,Klassiek autoraces,Vintage Car Racing,yes,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC,,GB|US|IT|FR|DE|MC|BE,,"AMB-gated. Goodwood Revival (GB), Mille Miglia (IT), Le Mans Classic (FR), Pebble Beach Concours (US), Villa d'Este (IT)."
sport_leisure,sport-motorsport-f1-patronage,F1 Patronage,F1 / Motorsport Patronage,yes,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E4_MEDITERRANEAN_ARISTOCRATIC|E5_GULF_ROYAL,,MC|GB|IT|AE|SA|QA|US|JP,,"AMB-gated. Monaco GP (MC signature), Silverstone, Monza, Abu Dhabi, Qatar. UHNW paddock culture."
sport_leisure,sport-aviation-gliding,Zweefvliegen,Gliding / Soaring,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E3_NORDIC_MONARCHIES,,DE|CH|AT|FR|NL|BE|SE|GB,,Continental European + Nordic gliding tradition. Lifestyle-niche.
sport_leisure,sport-aviation-ballooning,Heteluchtballonvaart,Hot Air Ballooning,no,country_specific,,,FR|US|GB|AE,,"FR Albuquerque festival US, Albuquerque Balloon Fiesta. AE desert-balloon tradition emerging."
sport_leisure,sport-camel-racing,Kamelenrennen,Camel Racing,yes,cluster_dependent,E5_GULF_ROYAL,,AE|SA|QA|OM|BH|KW,,AMB-gated. Gulf royal-patronage sport. Robot-jockey introduction; cultural-status. Crown Prince trophies.
sport_leisure,sport-pigeon-racing,Duivenmelken,Pigeon Racing,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E7_EAST_ASIAN_CONFUCIAN,,BE|NL|GB|TW|CN|DE,,"AMB-gated. **BE worldwide capital** — Belgian breeding-genetics premium globally. Recent CN/TW UHNW interest. Werking-class historisch, niche-elite now."
sport_leisure,sport-field-hockey,Hockey (veld),Field Hockey,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E9_SOUTH_ASIA,,NL|IN|BE|GB|DE|AU|AR|PK,,**NL national sport** (Olympic dominance). IN national status + Maharaja-era heritage. AU/PK strong. Anglo elite school tradition (boarding schools).
sport_leisure,sport-cricket,Cricket,Cricket,no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E9_SOUTH_ASIA|E11_CARIBBEAN_ANGLO,,GB|IN|PK|BD|LK|AU|NZ|ZA|JM|TT|BB,,"Commonwealth + Indian subcontinent dominant. Lord's (GB), MCG (AU), Eden Gardens (IN). South Asia mass-religion-level passion."
sport_leisure,sport-rugby-union,Rugby Union,Rugby Union,no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC,,GB|IE|FR|NZ|AU|ZA|AR|IT|JP,,"Anglo + France elite-school tradition. NZ national status. Twickenham (GB), Stade de France."
sport_leisure,sport-lacrosse,Lacrosse,Lacrosse,no,country_specific,,,US|CA|GB|AU,,US Ivy League traditional. CA national summer sport. Growing AU/GB.
cuisines,cuisine-french-haute,Frans — Haute Cuisine,French Haute Cuisine,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,FR|BE|CH|GB|US|JP,,AMB-gated. Escoffier-Bocuse tradition: Michelin 3-star context. Paris+Lyon+Provincial grand restaurants.
cuisines,cuisine-french-provencal,Frans — Provençaals,French Provençal,no,country_specific,,,FR|MC|IT,,Mediterranean Southern French (Nice/Marseille/Aix-en-Provence). Open tag.
cuisines,cuisine-french-lyonnaise,Frans — Lyonnais (Bouchon),French Lyonnaise / Bouchon,no,country_specific,,,FR,,"Lyon-specific bistro-tradition: charcuterie, quenelles, andouillette."
cuisines,cuisine-french-burgundian,Frans — Bourgondisch,French Burgundian,no,country_specific,,,FR|BE,,"Burgundy region: coq au vin, boeuf bourguignon, escargot. Wine pairing tradition."
cuisines,cuisine-french-alsatian,Frans — Elzas,French Alsatian,no,country_specific,,,FR|DE|CH,,"Franco-German Alsace: choucroute, tarte flambée, kougelhopf."
cuisines,cuisine-french-basque,Frans — Baskisch,French Basque,no,country_specific,,,FR|ES,,Saint-Jean-de-Luz + Biarritz coastal-Basque. Cross-border Spanish-Basque continuity.
cuisines,cuisine-italian-northern,Italiaans — Noord (Lombardia/Piemonte/Veneto),Italian Northern,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC,,IT|CH|AT|FR,,"Rich/buttery Northern: risotto, ossobuco, polenta, white truffle (Alba), Barolo/Barbaresco wines."
cuisines,cuisine-italian-central,Italiaans — Centraal (Toscaans/Romeins),Italian Central,no,country_specific,,,IT|VA,,"Tuscan + Roman: bistecca alla Fiorentina, carbonara, cacio e pepe, Chianti."
cuisines,cuisine-italian-southern,Italiaans — Zuid (Napels/Apulië),Italian Southern,no,country_specific,,,IT,,"Neapolitan/Pugliese: pizza Napoletana origin, orecchiette, mozzarella di bufala."
cuisines,cuisine-italian-sicilian,Italiaans — Siciliaans,Italian Sicilian,no,country_specific,,,IT|MT,,"Sicilian: arancini, caponata, cannoli, Marsala wine. Maltese overlap."
cuisines,cuisine-chinese-cantonese,Chinees — Kantonees,Chinese Cantonese,no,country_specific,,,CN|HK|SG|MO|MY,,"Cantonese (Yue): dim sum, char siu, roast goose. HK refinement-tradition."
cuisines,cuisine-chinese-sichuan,Chinees — Sichuan,Chinese Sichuan,no,country_specific,,,CN,,"Sichuan: mala (numbing-spicy), hot pot, mapo tofu, kung pao."
cuisines,cuisine-chinese-shanghainese,Chinees — Shanghai (Jiangsu),Chinese Shanghainese,no,country_specific,,,CN,,"Shanghainese/Jiangsu: xiaolongbao, hairy crab, drunken chicken, sweet-savory balance."
cuisines,cuisine-chinese-imperial-beijing,Chinees — Imperiale (Peking),Chinese Imperial / Beijing,yes,country_specific,,,CN,,"AMB-gated. Beijing imperial cuisine: Peking duck, court-style banquets, Forbidden City-tradition."
cuisines,cuisine-japanese-kaiseki,Japans — Kaiseki,Japanese Kaiseki,yes,country_specific,,,JP,,AMB-gated. Kyoto-origin multi-course haute cuisine. Tea ceremony adjacency. Highest formal.
cuisines,cuisine-japanese-sushi,Japans — Sushi,Japanese Sushi,no,universal,,,,,Universal — sushi globally. JP-origin omakase tradition.
cuisines,cuisine-japanese-kappo,Japans — Kappō,Japanese Kappō,yes,country_specific,,,JP,,AMB-gated. Counter-cuisine: chef-prepared at counter. More casual than kaiseki.
cuisines,cuisine-japanese-teppanyaki,Japans — Teppanyaki,Japanese Teppanyaki,no,universal,,,,,Universal modern. Iron-griddle: Kobe/Wagyu context.
cuisines,cuisine-indian-mughlai,Indiaas — Mughlai (Noord),Indian Mughlai,no,cluster_dependent,E9_SOUTH_ASIA,,IN|PK|BD,,"Persian-influenced Mughal courts: biryani, kebabs, rich kormas. Lucknow-Delhi-Hyderabad."
cuisines,cuisine-indian-south,Indiaas — Zuid (Tamil/Kerala/Andhra),Indian South,no,country_specific,,,IN|LK,,"South Indian: dosa, idli, vegetable thali, coconut-tamarind. Distinct from Northern tradition."
cuisines,cuisine-indian-bengali,Indiaas — Bengaals,Indian Bengali,no,country_specific,,,IN|BD,,"Bengali: fish-rice-mustard, mishti (sweets), refined Brahmin tradition. WB+BD cross-border."
cuisines,cuisine-indian-goan,Indiaas — Goaans,Indian Goan,no,country_specific,,,IN|PT,,"Portuguese-Indian hybrid: vindaloo, sorpotel, bebinca. Catholic-Hindu culinary fusion."
cuisines,cuisine-belgian,Belgisch,Belgian,no,country_specific,,,BE,,"Belgian fine gastronomy (Comme Chez Soi, Hof van Cleve tradition) + Trappist beers + chocolate culture + Flemish-Walloon split."
cuisines,cuisine-british,Brits / Engels,British,no,country_specific,,,GB|IE,,"Sunday roast tradition + modern British (St. John, The Fat Duck era) + pub-classics."
cuisines,cuisine-spanish-catalan,Spaans — Catalaans,Spanish Catalan,no,country_specific,,,ES|AD,,"Catalan modernism (Adrià-era El Bulli legacy) + traditional (pa amb tomàquet, cocido, suquet)."
cuisines,cuisine-spanish-basque,Spaans — Baskisch,Spanish Basque,yes,country_specific,,,ES|FR,,AMB-gated. San Sebastián 3-star concentration. Pintxos + asadores + Arzak/Berasategui/Martín.
cuisines,cuisine-spanish-andalusian,Spaans — Andalusisch,Spanish Andalusian,no,country_specific,,,ES,,"Andalusian: gazpacho, jamón ibérico (Jabugo/Guijuelo), sherry tradition."
cuisines,cuisine-greek,Grieks,Greek,no,country_specific,,,GR|CY,,"Greek: souvlaki, moussaka, retsina + ouzo. Cypriot-Greek overlap."
cuisines,cuisine-portuguese,Portugees,Portuguese,no,country_specific,,,PT|BR|MO,,"Portuguese: bacalhau, francesinha, pastel de nata, port wine. Cross-border Brazilian + Macau influence."
cuisines,cuisine-korean,Koreaans,Korean,no,country_specific,,,KR|JP|US,,K-cuisine: Korean royal court cuisine + BBQ + banchan + fermentation (kimchi/jang). KP variant exists but limited.
cuisines,cuisine-thai-royal,Thais — Royal,Thai Royal,yes,country_specific,,,TH,,AMB-gated. Royal Thai cuisine: refined court-tradition. Distinct from street Thai.
cuisines,cuisine-thai-street-regional,Thais — Straat & Regionaal,Thai Street & Regional,no,country_specific,,,TH,,"Street Thai + regional variants (Isaan, Northern Lanna, Southern). Open tag."
cuisines,cuisine-vietnamese,Vietnamees,Vietnamese,no,country_specific,,,VN|FR|US,,"Vietnamese: pho, banh mi, fresh-herb tradition. French colonial-influence."
cuisines,cuisine-peruvian,Peruaans,Peruvian,no,country_specific,,,PE,,"Peruvian: ceviche, lomo saltado, Nikkei (Japanese-Peruvian fusion), Chifa (Chinese-Peruvian fusion), Andean. Lima top-5 fine dining globally (Central, Maido, Astrid y Gastón)."
cuisines,cuisine-argentinian,Argentijns,Argentinian,no,country_specific,,,AR|UY,,"Argentinian: asado/parrilla (beef culture), Italian-influence (pasta, pizza), Malbec wine. Uruguay shared."
cuisines,cuisine-brazilian,Braziliaans,Brazilian,no,country_specific,,,BR,,"Brazilian regional: Bahian (Afro-Bantu+Portuguese), Amazonian, Southern churrasco. São Paulo modernist (D.O.M.)."
cuisines,cuisine-russian,Russisch / Imperiaal,Russian / Imperial,no,country_specific,,,RU,,"Russian Imperial cuisine: caviar service, blini, beef Stroganoff, pelmeni, kulebyaka."
cuisines,cuisine-levantine,Levantijns (Libanees/Syrisch),Levantine,no,cluster_dependent,E6_LEVANT_MAGHREB,,LB|SY|JO|IL|PS|EG,,"Levantine: mezze tradition (hummus, baba ghanoush, tabbouleh), grilled meats, baklava. Distinct from Turkish."
cuisines,cuisine-moroccan,Marokkaans / Maghrebi,Moroccan / Maghrebi,no,cluster_dependent,E6_LEVANT_MAGHREB,,MA|DZ|TN|LY|FR,,"Royal Moroccan: tagine, couscous, pastilla, mint tea ritual. French diaspora context."
cuisines,cuisine-turkish,Turks,Turkish,no,country_specific,,,TR|CY,,"Ottoman-Imperial heritage: meze, kebab, lokum, Turkish coffee. Distinct from Levantine."
cuisines,cuisine-mexican,Mexicaans (authentiek),Mexican (authentic),no,country_specific,,,MX,,"Authentic Mexican (UNESCO heritage): mole, nixtamal corn tradition, regional (Oaxacan, Yucatecan, Pueblan). Distinct from Tex-Mex."
cuisines,cuisine-austrian-wienerische,Oostenrijks — Wiens,Austrian Wienerische,no,country_specific,,,AT,,"Wienerische cuisine: Wiener Schnitzel, Tafelspitz, Sachertorte, Apfelstrudel. Imperial Habsburg heritage."
cuisines,cuisine-swiss,Zwitsers,Swiss,no,country_specific,,,CH,,"Swiss: cheese fondue, raclette, rösti, dried meat (Bündnerfleisch). Geneva fine-dining (Le Floris, Domaine de Châteauvieux)."
cuisines,cuisine-german,Duits,German,no,country_specific,,,DE,,"German regional: Schweinshaxe, Currywurst, Bratwurst, Maultaschen, Frankfurter. Beer culture central."
cuisines,cuisine-scandinavian-nordic,Scandinavisch / Nordic,Scandinavian / Nordic,no,cluster_dependent,E3_NORDIC_MONARCHIES,,DK|SE|NO|FI|IS,,"New Nordic (Noma legacy): foraging, fermentation, hyperlocal. Traditional: smörgåsbord, gravlax."
cuisines,cuisine-ethiopian,Ethiopisch,Ethiopian,no,country_specific,,,ET|ER,,"Ethiopian-Eritrean: injera (teff sourdough), wat (stews), berbere spice. Communal eating tradition."
cuisines,cuisine-mediterranean-general,Mediterraan (algemeen),Mediterranean (general),no,cluster_dependent,E4_MEDITERRANEAN_ARISTOCRATIC,,,,Cross-country Mediterranean concept (olive oil-fish-vegetable). Use specific country-cuisines instead when relevant.
culinary_techniques,technique-wine-sommellerie,Wijn & Sommellerie,Wine & Sommellerie,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,FR|IT|ES|PT|DE|AT|GB|US|AR|CL|CH|BE,,AMB-gated. Formal wine-pairing knowledge + tasting + cellar. Bordeaux/Burgundy/Champagne/Tuscany/Rioja primary.
culinary_techniques,technique-fine-dining-michelin,Fine Dining (Michelin),Fine Dining (Michelin),yes,universal,,,,,AMB-gated. Michelin-star culture. Universal in elite-cuisine cities globally.
culinary_techniques,technique-tea-ceremony-japanese,Theeceremonie — Japans (Cha-no-yu),Japanese Tea Ceremony (Cha-no-yu),no,country_specific,,,JP,,Japanese chanoyu ritual. Senchadō / matcha tradition. Kyoto-centric tea schools.
culinary_techniques,technique-tea-ceremony-chinese,Theeceremonie — Chinees (Gongfu),Chinese Tea Ceremony (Gongfu),no,country_specific,,,CN|HK|TW|MO,,Chinese gongfu cha + chaozhou tea tradition. Cross-cultural HK/TW.
culinary_techniques,technique-tea-british-afternoon,Theeceremonie — Britse Afternoon Tea,British Afternoon Tea,no,country_specific,,,GB|IE,,"British afternoon tea: Earl Grey, Darjeeling. Ritz/Claridge's/Browns tradition."
culinary_techniques,technique-tea-moroccan-mint,Theeceremonie — Marokkaans (Munt),Moroccan Mint Tea,no,country_specific,,,MA|DZ|TN,,Moroccan green-tea-mint ritual. Hospitality-centerpiece. Pouring height tradition.
culinary_techniques,technique-champagne-appreciation,Champagne-appreciatie,Champagne Appreciation,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,FR|GB|US|BE|CH|NL|RU,,"AMB-gated. Maisons (Krug, Bollinger, Dom Pérignon, Cristal) + vintage knowledge. Reims-Épernay region."
culinary_techniques,technique-haute-patisserie,Haute Patisserie,Haute Pâtisserie,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E7_EAST_ASIAN_CONFUCIAN,,FR|AT|BE|JP|IT,,"FR-AT high pastry: Pierre Hermé, Cédric Grolet, Sacher. JP refinement (Hidemi Sugino)."
culinary_techniques,technique-charcuterie-fromagerie,Charcuterie & Fromagerie,Charcuterie & Fromagerie,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC,,FR|IT|ES|CH|DE|AT|BE|NL,,"Cured-meat + cheese tradition. Iberico (ES), prosciutto (IT), saucisson (FR), gruyère/comté (CH/FR)."
culinary_techniques,technique-caviar-service,Caviar Service,Caviar Service,yes,country_specific,,,RU|IR|FR|US|GB|MC,,"AMB-gated. Russian-Iranian Caspian origin. Service ritual: mother-of-pearl spoons, blinis. Anglo-French elite-restaurant context."
culinary_techniques,technique-truffle-cuisine,Truffel-cuisine,Truffle Cuisine,yes,country_specific,,,IT|FR|ES|HR,,"AMB-gated. White truffle (Alba/Piedmont IT), Black truffle (Périgord FR + Castelluccio IT + Istria HR). Seasonal hunting."
culinary_techniques,technique-molecular-gastronomy,Moleculaire Gastronomie,Molecular Gastronomy,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E3_NORDIC_MONARCHIES|E4_MEDITERRANEAN_ARISTOCRATIC,,ES|DK|GB|US|CH|FR,,"Modernist cuisine: Adrià/El Bulli legacy (ES), Noma (DK), Heston Blumenthal (GB), Wylie Dufresne (US)."
culinary_techniques,technique-nouvelle-cuisine,Nouvelle Cuisine,Nouvelle Cuisine,no,country_specific,,,FR|BE|CH|JP,,"Originated FR 1970s: Bocuse-Troisgros tradition. Lighter, presentation-focus. JP integration."
culinary_techniques,technique-farm-to-table,Farm-to-Table / Locavore,Farm-to-Table / Locavore,no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC|E3_NORDIC_MONARCHIES,,US|GB|FR|DK|SE|NO|IT|BE,,"Modern sustainable-locavore movement. Chez Panisse (US), Stone Barns, Noma (DK)."
culinary_techniques,technique-slow-food,Slow Food,Slow Food Movement,no,cluster_dependent,E4_MEDITERRANEAN_ARISTOCRATIC|E1_NW_EUROPE_ARISTOCRATIC,,IT|FR|ES|BE|CH|AT,,"Italian-origin movement (Petrini, 1986): biodiversity, regional traditions, anti-fast-food. Bra (Piedmont) HQ."
culinary_techniques,technique-gastronomy-general,Gastronomie (concept),Gastronomy (general concept),no,universal,,,,,Universal high-cuisine appreciation. Cultural-context-cross.
beverages,beverage-beer-culture,Biercultuur (algemeen),Beer Culture (general),no,universal,,,,,General beer appreciation. Cross-cultural baseline.
beverages,beverage-craft-beer,Ambachtelijk bier (Craft),Craft Beer,no,universal,,,,,Modern craft-brewing movement. Universal.
beverages,beverage-belgian-trappist-lambic,Belgisch Trappist & Lambic,Belgian Trappist & Lambic,yes,country_specific,,,BE|NL|AT,,AMB-gated. **BE elite-knowledge essentieel** — 11 erkende Trappist-abdijen wereldwijd waarvan 6 in BE. Lambic/Geuze unique to Pajottenland BE. NL La Trappe + AT Engelszell.
beverages,beverage-german-beer,Duits bier (Reinheitsgebot),German Beer (Reinheitsgebot),no,country_specific,,,DE|AT|CZ,,"Bavarian Reinheitsgebot 1516-tradition. Pils, Hefeweizen, Märzen. Oktoberfest culture."
beverages,beverage-british-ale,Brits Ale (Real Ale),British Real Ale,no,country_specific,,,GB|IE,,"CAMRA tradition: cask-conditioned bitter, IPA-origin, stout (Guinness). Irish overlap."
beverages,beverage-wine-appreciation,Wijn-appreciatie,Wine Appreciation,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,FR|IT|ES|PT|DE|AT|US|AR|CL|AU|NZ|ZA|BE,,Consumer-appreciation (≠ formal sommellerie). Bordeaux/Burgundy/Napa/Tuscany/Rioja regions.
beverages,beverage-port-sherry,Port & Sherry (Versterkte wijnen),Port & Sherry (Fortified Wines),yes,country_specific,,,PT|ES|GB,,AMB-gated. Porto vintage + tawny tradition (PT). Jerez sherry: fino/manzanilla/oloroso (ES). British Old-Money tradition of port-after-dinner.
beverages,beverage-vermouth-aperitivo,Vermouth & Aperitivo,Vermouth & Aperitivo,no,cluster_dependent,E4_MEDITERRANEAN_ARISTOCRATIC,,IT|FR|ES,,"Italian aperitivo tradition: Campari, Negroni, Aperol Spritz. Cinzano/Carpano vermouth. French Lillet/Noilly Prat."
beverages,beverage-whisky-scotch,Whisky — Schots (Scotch),Whisky — Scotch,yes,country_specific,,,GB|JP|US,,"AMB-gated. Single malt regions: Speyside, Islay, Highland, Lowland, Campbeltown. Macallan/Ardbeg/Lagavulin. JP appreciation strong."
beverages,beverage-whisky-japanese,Whisky — Japans,Whisky — Japanese,yes,country_specific,,,JP,,"AMB-gated. Yamazaki, Hibiki, Hakushu. Modern global-acclaim post-2003."
beverages,beverage-whisky-bourbon,Whisky — Bourbon (US),Whisky — Bourbon,no,country_specific,,,US|CA,,"American Kentucky-bourbon: Buffalo Trace, Pappy Van Winkle. Tennessee whiskey (Jack Daniel's). Rye-revival."
beverages,beverage-cognac-armagnac,Cognac & Armagnac,Cognac & Armagnac,yes,country_specific,,,FR,,"AMB-gated. FR-protected: Cognac (Grande Champagne, Petite Champagne), Armagnac (Gers). Houses: Hennessy, Rémy Martin, Hine."
beverages,beverage-calvados,Calvados (Normandische apple),Calvados (Norman Apple),no,country_specific,,,FR,,Norman apple/pear eau-de-vie. Calvados Pays d'Auge premium. Pommeau de Normandie.
beverages,beverage-gin,Gin,Gin,no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC,,GB|NL|BE|ES|DE,,"British juniper-tradition (Beefeater, Tanqueray) + Dutch genever-origin + Spanish gin-tonic culture (highest per-capita)."
beverages,beverage-tequila-mezcal,Tequila & Mezcal,Tequila & Mezcal,no,country_specific,,,MX|US,,"Mexican blue agave: Tequila (Jalisco DO), Mezcal (Oaxaca tradition, smokier). UHNW premium-aged."
beverages,beverage-rum,Rum,Rum,no,cluster_dependent,E11_CARIBBEAN_ANGLO|E10_LATIN_AMERICA_CRIOLLO,,JM|CU|DO|TT|MQ|BB|MX|VE,,"Caribbean cane spirits: Jamaican (Appleton), Cuban (Havana Club), Dominican, Martinican rhum agricole. Premium aged."
beverages,beverage-sake,Sake,Sake,no,country_specific,,,JP,,"Japanese rice wine: junmai, ginjo, daiginjo. Toji master-brewers. Niigata-Kyoto-Hyogo regions."
beverages,beverage-pastis-ouzo-raki-arak,Pastis / Ouzo / Raki / Arak,Pastis / Ouzo / Raki / Arak,no,cluster_dependent,E4_MEDITERRANEAN_ARISTOCRATIC|E6_LEVANT_MAGHREB,,FR|GR|TR|LB|SY,,"Anise-flavored Mediterranean: FR pastis (Ricard/51), GR ouzo, TR rakı, Levantine arak. Mezze tradition pairing."
beverages,beverage-eaux-de-vie,Eaux-de-vie / Distillaten,Eaux-de-vie / Fruit Spirits,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC,,FR|IT|CH|AT|DE,,"Clear fruit-spirits: Kirsch (CH/FR), Mirabelle/Quetsche (FR/DE), Grappa (IT), Williams pear (CH)."
beverages,beverage-coffee-culture-italian,Koffie — Italiaanse espresso,Italian Espresso Culture,no,country_specific,,,IT|FR,,Espresso/macchiato/cappuccino tradition. Standing-bar culture. Lavazza/Illy/Caffè Florian.
beverages,beverage-coffee-specialty-third-wave,Koffie — Specialty / Third-wave,Specialty / Third-wave Coffee,no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC|E3_NORDIC_MONARCHIES,,US|GB|AU|NO|SE|DK|NL|BE,,"Single-origin, pour-over, micro-roastery culture. Blue Bottle, Stumptown, Tim Wendelboe."
beverages,beverage-coffee-arabic-gahwa,Koffie — Arabische Gahwa (kardemom),Arabic Gahwa (Cardamom),no,cluster_dependent,E5_GULF_ROYAL|E6_LEVANT_MAGHREB,,SA|AE|QA|KW|BH|OM|YE|JO|LB|SY,,"**Gulf hospitality centerpiece** — cardamom-infused light-roast coffee, dallah pot, finjan cups. UNESCO ICH. Bedouin hosting tradition. (Gap uit Iter 5 nu gedicht.)"
beverages,beverage-cocktail-culture,Cocktailcultuur (modern),Cocktail Culture (modern),no,universal,,,,,Modern craft-cocktail movement. Universal — speakeasy revival cities.
beverages,beverage-cocktail-classics,Cocktail — Klassiekers,Cocktail Classics (Pre-Prohibition),yes,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC,,US|GB|FR|IT|CU,,"AMB-gated. Pre-Prohibition + golden-age cocktails: Manhattan, Sazerac, Negroni, Old Fashioned, Daiquiri (Cuban-origin)."
foods,food-cheese-culture,Kaascultuur,Cheese Culture,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC,,FR|IT|CH|NL|BE|GB|ES,,"AOP/DOP cheese tradition. FR (Roquefort, Camembert, Comté), CH (Gruyère, Emmental), IT (Parmigiano, Pecorino), NL (Gouda artisanal)."
foods,food-chocolate-culture,Chocoladecultuur,Chocolate Culture,no,country_specific,,,BE|CH|FR|IT|ES,,"**BE world-leader** in chocolade-craft (Pierre Marcolini, Neuhaus, Godiva, Mary). CH (Lindt, Sprüngli, Teuscher). FR (Bonnat, Pralus). Italian Modica."
foods,food-charcuterie,Charcuterie (gedroogde vleeswaren),Charcuterie,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC,,FR|IT|ES|DE|AT|CH|HU,,"Cured-meat tradition consumer-side. IT (prosciutto Parma/San Daniele, culatello), ES (jamón Ibérico/Serrano), FR (saucisson, jambon de Bayonne)."
foods,food-caviar-sturgeon,Caviar & Sturgeon,Caviar & Sturgeon,yes,country_specific,,,RU|IR|FR|US|GB,,"AMB-gated. Caspian Beluga/Osetra/Sevruga. Iranian + Russian historic origin. Modern farmed (FR Sturia, US Sterling)."
foods,food-truffles,Truffels,Truffles,yes,country_specific,,,IT|FR|ES|HR|US,,"AMB-gated. White (IT Alba/Acqualagna — November-December), Black (FR Périgord/Provence + IT Norcia/Spoleto — winter, Italian summer). Sotheby-Christie's auction-prices."
foods,food-foie-gras,Foie Gras (gevoelig),Foie Gras (sensitive),yes,country_specific,,,FR|HU|BE|ES,,"AMB-gated. **Ethisch-gevoelig**: FR-protected tradition (gavage), banned in some jurisdictions (CA-CA, India). HU large producer. Cortéa: surface only in cultural-elite context with ethical-awareness."
foods,food-game-meat-wildbraad,Wildbraad / Game Meat,Game Meat / Wildbraad,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,GB|FR|DE|AT|BE|IT|ES|NZ|US,,"AMB-gated. Hunting-season cuisine: pheasant, partridge, woodcock, venison, hare. Country-estate tradition. NZ/US wild boar."
